date,season,matchday,goalkeeper,penaltytaker,homegame,result,minute,goaldiff,gkclub,ptclub,gkage,ptage,gkexp,ptexp
597.0,71/72,2.0,"Burdenski, Dieter","Netzer, Günter",1.0,Tor,87.0,-3.0,Arminia Bielefeld,Borussia Mönchengladbach,20.0,27.0,1.0,6.0
597.0,71/72,2.0,"Burdenski, Dieter","Sieloff, Klaus-Dieter",1.0,gehalten,51.0,-3.0,Arminia Bielefeld,Borussia Mönchengladbach,20.0,29.0,1.0,9.0
597.0,71/72,2.0,"Maier, Sepp","Horr, Lorenz",1.0,gehalten,49.0,0.0,FC Bayern München,Hertha BSC,27.0,28.0,6.0,2.0
604.0,71/72,3.0,"Bernard, Günter","Kalb, Jürgen",1.0,Tor,58.0,-1.0,SV Werder Bremen,Eintracht Frankfurt,31.0,23.0,8.0,3.0
604.0,71/72,3.0,"Franke, Bernd","Müller4, Gerd",1.0,gehalten,33.0,0.0,Eintracht Braunschweig,FC Bayern München,23.0,25.0,0.0,6.0
607.0,71/72,4.0,"Kunter, Peter","Schütz2, Jürgen",1.0,Tor,10.0,0.0,Eintracht Frankfurt,Borussia Dortmund,30.0,32.0,6.0,10.0
608.0,71/72,4.0,"Burdenski, Dieter","Schütz1, Arnold",1.0,Tor,8.0,-1.0,Arminia Bielefeld,SV Werder Bremen,20.0,36.0,1.0,10.0
608.0,71/72,4.0,"Burdenski, Dieter","Schütz1, Arnold",1.0,Tor,80.0,-3.0,Arminia Bielefeld,SV Werder Bremen,20.0,36.0,1.0,10.0
608.0,71/72,4.0,"Öller, Burkhardt","Lorenz1, Bernd",1.0,gehalten,73.0,-3.0,Hannover 96,Eintracht Braunschweig,28.0,23.0,4.0,2.0
611.0,71/72,5.0,"Nigbur, Norbert","Kalb, Jürgen",1.0,Tor,79.0,-1.0,FC Schalke 04,Eintracht Frankfurt,23.0,23.0,5.0,3.0
611.0,71/72,5.0,"Bernard, Günter","Schütz2, Jürgen",1.0,Tor,26.0,2.0,SV Werder Bremen,Borussia Dortmund,31.0,32.0,8.0,10.0
611.0,71/72,5.0,"Scheid, Wolfgang","Keller2, Ferdinand",1.0,Tor,89.0,0.0,Rot-Weiß Oberhausen,Hannover 96,29.0,25.0,2.0,2.0
618.0,71/72,6.0,"Öller, Burkhardt","Netzer, Günter",1.0,Tor,18.0,0.0,Hannover 96,Borussia Mönchengladbach,28.0,27.0,4.0,6.0
618.0,71/72,6.0,"Scheid, Wolfgang","Budde, Rainer",2.0,gehalten,25.0,0.0,Rot-Weiß Oberhausen,MSV Duisburg,29.0,23.0,2.0,5.0
625.0,71/72,7.0,"Franke, Bernd","Biskup, Werner",1.0,Tor,19.0,0.0,Eintracht Braunschweig,1.FC Köln,23.0,29.0,0.0,9.0
625.0,71/72,7.0,"Pauly, Franz-Josef","Rehhagel, Otto",2.0,Tor,77.0,1.0,Hannover 96,1.FC Kaiserslautern,22.0,33.0,2.0,8.0
625.0,71/72,7.0,"Groß2, Volkmar","Kalb, Jürgen",1.0,Tor,29.0,0.0,Hertha BSC,Eintracht Frankfurt,23.0,23.0,3.0,3.0
625.0,71/72,7.0,"Bradler, Hans-Jürgen","Haug, Horst",1.0,gehalten,85.0,-1.0,VfL Bochum,VfB Stuttgart,23.0,25.0,0.0,4.0
632.0,71/72,8.0,"Woyke, Wilfried","Fichtel, Klaus",2.0,Tor,85.0,-1.0,Fortuna Düsseldorf,FC Schalke 04,27.0,26.0,5.0,6.0
632.0,71/72,8.0,"Bohrmann, Harry","Müller4, Gerd",2.0,gehalten,78.0,-2.0,VfL Bochum,FC Bayern München,19.0,25.0,0.0,6.0
632.0,71/72,8.0,"Nigbur, Norbert","Schulz1, Hans",1.0,gehalten,82.0,1.0,FC Schalke 04,Fortuna Düsseldorf,23.0,28.0,5.0,7.0
632.0,71/72,8.0,"Nigbur, Norbert","Lungwitz, Werner",1.0,Pfosten,90.0,2.0,FC Schalke 04,Fortuna Düsseldorf,23.0,29.0,5.0,9.0
639.0,71/72,9.0,"Scheid, Wolfgang","Kalb, Jürgen",1.0,Tor,64.0,-2.0,Rot-Weiß Oberhausen,Eintracht Frankfurt,29.0,23.0,2.0,3.0
639.0,71/72,9.0,"Burdenski, Dieter","Lehmann2, Bernd",1.0,Tor,68.0,-3.0,Arminia Bielefeld,MSV Duisburg,20.0,24.0,1.0,4.0
639.0,71/72,9.0,"Skoric, Zlatko","Müller4, Gerd",1.0,gehalten,12.0,0.0,VfB Stuttgart,FC Bayern München,28.0,26.0,0.0,6.0
650.0,71/72,10.0,"Kunter, Peter","Müller5, Ludwig",1.0,Tor,22.0,1.0,Eintracht Frankfurt,Borussia Mönchengladbach,30.0,30.0,6.0,7.0
650.0,71/72,10.0,"Kunter, Peter","Heynckes, Jupp",1.0,Tor,80.0,-2.0,Eintracht Frankfurt,Borussia Mönchengladbach,30.0,26.0,6.0,6.0
650.0,71/72,10.0,"Kunter, Peter","Heynckes, Jupp",1.0,gehalten,89.0,-3.0,Eintracht Frankfurt,Borussia Mönchengladbach,30.0,26.0,6.0,6.0
653.0,71/72,11.0,"Wolter, Horst","Biesenkamp, Peter",1.0,gehalten,45.0,0.0,Eintracht Braunschweig,Fortuna Düsseldorf,29.0,25.0,9.0,0.0
659.0,71/72,12.0,"Bertram, Horst","Vogt, Karl-Heinz",1.0,Tor,70.0,-2.0,Borussia Dortmund,1.FC Kaiserslautern,23.0,26.0,1.0,2.0
660.0,71/72,12.0,"Nigbur, Norbert","Netzer, Günter",1.0,Tor,5.0,-1.0,FC Schalke 04,Borussia Mönchengladbach,23.0,27.0,5.0,6.0
660.0,71/72,12.0,"Kleff, Wolfgang","Fichtel, Klaus",2.0,gehalten,44.0,5.0,Borussia Mönchengladbach,FC Schalke 04,25.0,27.0,3.0,6.0
660.0,71/72,12.0,"Welz, Gerhard","Wosab, Reinhold",1.0,Tor,50.0,2.0,1.FC Köln,VfL Bochum,26.0,33.0,0.0,9.0
660.0,71/72,12.0,"Maier, Sepp","Lehmann2, Bernd",2.0,Tor,34.0,2.0,FC Bayern München,MSV Duisburg,27.0,24.0,6.0,4.0
660.0,71/72,12.0,"Danner1, Volker","Roth, Franz",1.0,Tor,42.0,-1.0,MSV Duisburg,FC Bayern München,29.0,25.0,8.0,5.0
660.0,71/72,12.0,"Danner1, Volker","Roth, Franz",1.0,Tor,59.0,-3.0,MSV Duisburg,FC Bayern München,29.0,25.0,8.0,5.0
660.0,71/72,12.0,"Skoric, Zlatko","Nogly, Peter",2.0,Tor,64.0,-1.0,VfB Stuttgart,Hamburger SV,28.0,24.0,0.0,2.0
660.0,71/72,12.0,"Groß2, Volkmar","Bründl, Ludwig",1.0,Tor,32.0,0.0,Hertha BSC,Eintracht Braunschweig,23.0,25.0,3.0,5.0
660.0,71/72,12.0,"Kunter, Peter","Damjanoff, Georg",1.0,Tor,36.0,3.0,Eintracht Frankfurt,Arminia Bielefeld,30.0,26.0,6.0,1.0
660.0,71/72,12.0,"Burdenski, Dieter","Grabowski, Jürgen",2.0,Tor,12.0,-1.0,Arminia Bielefeld,Eintracht Frankfurt,20.0,27.0,1.0,6.0
660.0,71/72,12.0,"Kunter, Peter","Jendrossek, Jürgen",1.0,gehalten,20.0,2.0,Eintracht Frankfurt,Arminia Bielefeld,30.0,23.0,6.0,5.0
667.0,71/72,13.0,"Scheid, Wolfgang","Horr, Lorenz",1.0,Tor,24.0,0.0,Rot-Weiß Oberhausen,Hertha BSC,29.0,29.0,2.0,2.0
667.0,71/72,13.0,"Franke, Bernd","Schütz1, Arnold",2.0,Tor,14.0,0.0,Eintracht Braunschweig,SV Werder Bremen,23.0,36.0,0.0,10.0
667.0,71/72,13.0,"Elting, Josef","Scheer, Klaus",1.0,Tor,56.0,0.0,1.FC Kaiserslautern,FC Schalke 04,26.0,21.0,6.0,2.0
667.0,71/72,13.0,"Elting, Josef","Sobieray, Jürgen",1.0,gehalten,75.0,-2.0,1.FC Kaiserslautern,FC Schalke 04,26.0,21.0,6.0,2.0
667.0,71/72,13.0,"Maier, Sepp","Nogly, Peter",1.0,gehalten,84.0,3.0,FC Bayern München,Hamburger SV,27.0,24.0,6.0,2.0
667.0,71/72,13.0,"Skoric, Zlatko","Biskup, Werner",1.0,gehalten,87.0,-3.0,VfB Stuttgart,1.FC Köln,28.0,29.0,0.0,9.0
674.0,71/72,14.0,"Groß2, Volkmar","Sieloff, Klaus-Dieter",1.0,Tor,40.0,0.0,Hertha BSC,Borussia Mönchengladbach,23.0,29.0,3.0,9.0
674.0,71/72,14.0,"Kleff, Wolfgang","Horr, Lorenz",2.0,Tor,78.0,3.0,Borussia Mönchengladbach,Hertha BSC,25.0,29.0,3.0,2.0
674.0,71/72,14.0,"Kunter, Peter","Ettmayer, Hans",1.0,Tor,71.0,0.0,Eintracht Frankfurt,VfB Stuttgart,30.0,25.0,6.0,5.0
674.0,71/72,14.0,"Heinze, Gerhard","Kalb, Jürgen",2.0,Tor,82.0,2.0,VfB Stuttgart,Eintracht Frankfurt,23.0,23.0,4.0,3.0
674.0,71/72,14.0,"Rynio, Jürgen","Balte, Werner",1.0,Tor,9.0,-1.0,Borussia Dortmund,VfL Bochum,23.0,23.0,4.0,0.0
680.0,71/72,15.0,"Danner1, Volker","Kaltz, Manfred",2.0,Tor,78.0,1.0,MSV Duisburg,Hamburger SV,29.0,18.0,8.0,0.0
681.0,71/72,15.0,"Pauly, Franz-Josef","Konopka, Harald",1.0,vorbei,8.0,0.0,Hannover 96,1.FC Köln,22.0,19.0,2.0,0.0
694.0,71/72,16.0,"Welz, Gerhard","Lehmann2, Bernd",1.0,gehalten,48.0,-1.0,1.FC Köln,MSV Duisburg,26.0,24.0,0.0,4.0
695.0,71/72,16.0,"Kunter, Peter","Siemensmeyer, Hans",1.0,gehalten,85.0,-2.0,Eintracht Frankfurt,Hannover 96,30.0,31.0,6.0,10.0
695.0,71/72,16.0,"Bernard, Günter","Zaczyk, Klaus",1.0,vorbei,40.0,0.0,SV Werder Bremen,Hamburger SV,32.0,26.0,8.0,8.0
709.0,71/72,17.0,"Danner1, Volker","Nickel1, Bernd",1.0,Tor,18.0,0.0,MSV Duisburg,Eintracht Frankfurt,29.0,22.0,8.0,4.0
709.0,71/72,17.0,"Heinze, Gerhard","Lungwitz, Werner",1.0,Tor,55.0,-2.0,VfB Stuttgart,Fortuna Düsseldorf,23.0,29.0,4.0,9.0
709.0,71/72,17.0,"Woyke, Wilfried","Köppel, Horst",2.0,gehalten,69.0,3.0,Fortuna Düsseldorf,VfB Stuttgart,27.0,23.0,5.0,5.0
751.0,71/72,18.0,"Elting, Josef","Netzer, Günter",1.0,Tor,47.0,1.0,1.FC Kaiserslautern,Borussia Mönchengladbach,27.0,27.0,6.0,6.0
751.0,71/72,18.0,"Heinze, Gerhard","Horr, Lorenz",1.0,Tor,51.0,1.0,VfB Stuttgart,Hertha BSC,23.0,29.0,4.0,2.0
751.0,71/72,18.0,"Pauly, Franz-Josef","Scheer, Klaus",1.0,Pfosten,18.0,-1.0,Hannover 96,FC Schalke 04,22.0,21.0,2.0,2.0
758.0,71/72,19.0,"Woyke, Wilfried","Keller2, Ferdinand",1.0,Tor,84.0,-4.0,Fortuna Düsseldorf,Hannover 96,27.0,25.0,5.0,2.0
765.0,71/72,20.0,"Elting, Josef","Damjanoff, Georg",2.0,Tor,37.0,1.0,1.FC Kaiserslautern,Arminia Bielefeld,27.0,26.0,6.0,1.0
765.0,71/72,20.0,"Burdenski, Dieter","Vogt, Karl-Heinz",1.0,Tor,67.0,0.0,Hertha BSC,1.FC Kaiserslautern,21.0,27.0,1.0,2.0
765.0,71/72,20.0,"Kunter, Peter","Höttges, Horst-Dieter",1.0,Tor,56.0,1.0,Eintracht Frankfurt,SV Werder Bremen,30.0,28.0,6.0,7.0
768.0,71/72,20.0,"Bradler, Hans-Jürgen","Netzer, Günter",1.0,gehalten,69.0,1.0,VfL Bochum,Borussia Mönchengladbach,23.0,27.0,0.0,6.0
779.0,71/72,21.0,"Groß2, Volkmar","Lehmann2, Bernd",1.0,Tor,14.0,0.0,Hertha BSC,MSV Duisburg,24.0,24.0,3.0,4.0
779.0,71/72,21.0,"Elting, Josef","Balte, Werner",1.0,Tor,83.0,-1.0,1.FC Kaiserslautern,VfL Bochum,27.0,24.0,6.0,0.0
793.0,71/72,23.0,"Feghelm, Siegbert","Lungwitz, Werner",2.0,Tor,79.0,3.0,Eintracht Frankfurt,Fortuna Düsseldorf,29.0,30.0,5.0,9.0
793.0,71/72,23.0,"Rynio, Jürgen","Scheer, Klaus",2.0,Tor,62.0,-1.0,Borussia Dortmund,FC Schalke 04,24.0,21.0,4.0,2.0
796.0,71/72,19.0,"Feghelm, Siegbert","Overath, Wolfgang",1.0,Tor,74.0,1.0,Eintracht Frankfurt,1.FC Köln,29.0,28.0,5.0,8.0
800.0,71/72,24.0,"Bradler, Hans-Jürgen","Haug, Horst",2.0,gehalten,11.0,-1.0,VfL Bochum,VfB Stuttgart,23.0,25.0,0.0,4.0
813.0,71/72,26.0,"Kargus, Rudolf","Pirrung, Josef",1.0,Pfosten,56.0,0.0,Hamburger SV,1.FC Kaiserslautern,19.0,22.0,0.0,2.0
814.0,71/72,26.0,"Woyke, Wilfried","Höttges, Horst-Dieter",1.0,gehalten,7.0,0.0,Fortuna Düsseldorf,SV Werder Bremen,27.0,28.0,5.0,7.0
828.0,71/72,27.0,"Maier, Sepp","Weber, Jürgen",2.0,Tor,25.0,2.0,FC Bayern München,SV Werder Bremen,28.0,27.0,6.0,6.0
835.0,71/72,28.0,"Rynio, Jürgen","Netzer, Günter",1.0,Tor,28.0,-1.0,Borussia Dortmund,Borussia Mönchengladbach,24.0,27.0,4.0,6.0
835.0,71/72,28.0,"Welz, Gerhard","Damjanoff, Georg",1.0,Tor,61.0,1.0,1.FC Köln,Arminia Bielefeld,27.0,26.0,0.0,1.0
835.0,71/72,28.0,"Maier, Sepp","Keller2, Ferdinand",2.0,Tor,35.0,1.0,FC Bayern München,Hannover 96,28.0,25.0,6.0,2.0
842.0,71/72,29.0,"Burdenski, Dieter","Grabowski, Jürgen",1.0,Tor,75.0,-2.0,Arminia Bielefeld,Eintracht Frankfurt,21.0,27.0,1.0,6.0
855.0,71/72,30.0,"Elting, Josef","Scheer, Klaus",2.0,Tor,18.0,1.0,1.FC Kaiserslautern,FC Schalke 04,27.0,21.0,6.0,2.0
855.0,71/72,30.0,"Nigbur, Norbert","Friedrich, Jürgen",1.0,Tor,31.0,0.0,FC Schalke 04,1.FC Kaiserslautern,24.0,28.0,5.0,8.0
856.0,71/72,30.0,"Franke, Bernd","Weber, Jürgen",1.0,Tor,65.0,3.0,Eintracht Braunschweig,SV Werder Bremen,24.0,27.0,0.0,6.0
856.0,71/72,30.0,"Kargus, Rudolf","Roth, Franz",1.0,Tor,90.0,0.0,Hamburger SV,FC Bayern München,19.0,26.0,0.0,5.0
856.0,71/72,30.0,"Woyke, Wilfried","Netzer, Günter",1.0,gehalten,40.0,1.0,Fortuna Düsseldorf,Borussia Mönchengladbach,28.0,27.0,5.0,6.0
869.0,71/72,31.0,"Bradler, Hans-Jürgen","Schütz2, Jürgen",1.0,Tor,12.0,0.0,VfL Bochum,Borussia Dortmund,23.0,32.0,0.0,10.0
870.0,71/72,31.0,"Welz, Gerhard","Roth, Franz",2.0,Tor,83.0,-2.0,1.FC Köln,FC Bayern München,27.0,26.0,0.0,5.0
870.0,71/72,31.0,"Bernard, Günter","Lehmann2, Bernd",1.0,Tor,68.0,-1.0,SV Werder Bremen,MSV Duisburg,32.0,24.0,8.0,4.0
870.0,71/72,31.0,"Heinze, Gerhard","Hölzenbein, Bernd",1.0,gehalten,42.0,-2.0,VfB Stuttgart,Eintracht Frankfurt,23.0,26.0,4.0,4.0
884.0,71/72,32.0,"Scheid, Wolfgang","Weber, Jürgen",2.0,gehalten,55.0,-1.0,Rot-Weiß Oberhausen,SV Werder Bremen,29.0,28.0,2.0,6.0
884.0,71/72,32.0,"Kleff, Wolfgang","Bründl, Ludwig",2.0,gehalten,66.0,2.0,Borussia Mönchengladbach,Eintracht Braunschweig,25.0,25.0,3.0,5.0
904.0,71/72,33.0,"Jansen, Willi","Netzer, Günter",2.0,Tor,87.0,-3.0,Rot-Weiß Oberhausen,Borussia Mönchengladbach,24.0,27.0,0.0,6.0
905.0,71/72,33.0,"Pauly, Franz-Josef","Kalb, Jürgen",1.0,Tor,59.0,-1.0,Hannover 96,Eintracht Frankfurt,22.0,24.0,2.0,3.0
905.0,71/72,33.0,"Kargus, Rudolf","Höttges, Horst-Dieter",1.0,Tor,16.0,0.0,Hamburger SV,SV Werder Bremen,19.0,28.0,0.0,7.0
905.0,71/72,33.0,"Kargus, Rudolf","Höttges, Horst-Dieter",1.0,Tor,44.0,-1.0,Hamburger SV,SV Werder Bremen,19.0,28.0,0.0,7.0
905.0,71/72,33.0,"Heinze, Gerhard","Fischer, Klaus",1.0,Tor,89.0,0.0,VfB Stuttgart,FC Schalke 04,23.0,22.0,4.0,3.0
909.0,71/72,34.0,"Kargus, Rudolf","Löhr, Hannes",2.0,Tor,65.0,1.0,Hamburger SV,1.FC Köln,19.0,30.0,0.0,7.0
909.0,71/72,34.0,"Bradler, Hans-Jürgen","Horr, Lorenz",2.0,Tor,49.0,2.0,VfL Bochum,Hertha BSC,23.0,29.0,0.0,2.0
909.0,71/72,34.0,"Zander1, Thomas","Walitza, Hans",1.0,Tor,77.0,-2.0,Hertha BSC,VfL Bochum,20.0,26.0,0.0,0.0
909.0,71/72,34.0,"Heinze, Gerhard","Iwanzik, Klaus",2.0,Tor,41.0,1.0,VfB Stuttgart,Fortuna Düsseldorf,23.0,31.0,4.0,9.0
989.0,72/73,1.0,"Bockholt, Fred-Werner","Höttges, Horst-Dieter",1.0,vorbei,25.0,0.0,Kickers Offenbach,SV Werder Bremen,29.0,29.0,6.0,8.0
989.0,72/73,1.0,"Pauly, Franz-Josef","Kremers1, Helmut",1.0,gehalten,68.0,-2.0,Hannover 96,FC Schalke 04,23.0,23.0,3.0,5.0
993.0,72/73,2.0,"Welz, Gerhard","Kobluhn, Lothar",2.0,Tor,42.0,3.0,1.FC Köln,Rot-Weiß Oberhausen,27.0,29.0,1.0,3.0
993.0,72/73,2.0,"Scheid, Wolfgang","Kapellmann, Jupp",1.0,gehalten,14.0,-1.0,Rot-Weiß Oberhausen,1.FC Köln,30.0,22.0,3.0,4.0
993.0,72/73,2.0,"Kunter, Peter","Reimann, Willi",1.0,Tor,56.0,1.0,Eintracht Frankfurt,Hannover 96,31.0,22.0,7.0,2.0
993.0,72/73,2.0,"Franke, Bernd","Semlitsch, Nikolaus",1.0,gehalten,25.0,-1.0,Eintracht Braunschweig,Kickers Offenbach,24.0,25.0,1.0,2.0
993.0,72/73,2.0,"Bernard, Günter","Roth, Franz",1.0,gehalten,50.0,-1.0,SV Werder Bremen,FC Bayern München,32.0,26.0,9.0,6.0
996.0,72/73,3.0,"Pauly, Franz-Josef","Heynckes, Jupp",1.0,Tor,3.0,0.0,Hannover 96,Borussia Mönchengladbach,23.0,27.0,3.0,7.0
996.0,72/73,3.0,"Pauly, Franz-Josef","Danner2, Dietmar",1.0,Tor,88.0,-1.0,Hannover 96,Borussia Mönchengladbach,23.0,21.0,3.0,1.0
996.0,72/73,3.0,"Pauly, Franz-Josef","Heynckes, Jupp",1.0,gehalten,82.0,-1.0,Hannover 96,Borussia Mönchengladbach,23.0,27.0,3.0,7.0
996.0,72/73,3.0,"Scholz, Werner","Kohle, Jürgen",1.0,Tor,86.0,-2.0,VfL Bochum,Wuppertaler SV,27.0,29.0,4.0,0.0
996.0,72/73,3.0,"Woyke, Wilfried","Nigbur, Norbert",1.0,gehalten,84.0,-3.0,Fortuna Düsseldorf,FC Schalke 04,28.0,24.0,6.0,6.0
1003.0,72/73,4.0,"Wolter, Horst","Beckenbauer, Franz",1.0,Tor,76.0,-3.0,Hertha BSC,FC Bayern München,30.0,27.0,10.0,7.0
1003.0,72/73,4.0,"Kunter, Peter","Lungwitz, Werner",1.0,Tor,7.0,0.0,Eintracht Frankfurt,Fortuna Düsseldorf,31.0,30.0,7.0,10.0
1003.0,72/73,4.0,"Kleff, Wolfgang","Friedrich, Jürgen",1.0,gehalten,69.0,-1.0,1.FC Kaiserslautern,Borussia Mönchengladbach,25.0,28.0,4.0,9.0
1007.0,72/73,5.0,"Scheid, Wolfgang","Horr, Lorenz",1.0,Tor,66.0,-1.0,Rot-Weiß Oberhausen,Hertha BSC,30.0,30.0,3.0,3.0
1007.0,72/73,5.0,"Woyke, Wilfried","Danner2, Dietmar",1.0,Tor,74.0,2.0,Fortuna Düsseldorf,Borussia Mönchengladbach,28.0,21.0,6.0,1.0
1007.0,72/73,5.0,"Bockholt, Fred-Werner","Scheer, Klaus",1.0,Tor,51.0,-4.0,Kickers Offenbach,FC Schalke 04,29.0,22.0,6.0,3.0
1007.0,72/73,5.0,"Nigbur, Norbert","Hickersberger, Josef",2.0,gehalten,78.0,5.0,FC Schalke 04,Kickers Offenbach,24.0,24.0,6.0,6.0
1010.0,72/73,6.0,"Heinze, Gerhard","Lungwitz, Werner",1.0,Tor,27.0,0.0,VfB Stuttgart,Fortuna Düsseldorf,23.0,30.0,5.0,10.0
1010.0,72/73,6.0,"Linders, Dietmar","Hosic, Idriz",1.0,gehalten,79.0,0.0,MSV Duisburg,1.FC Kaiserslautern,31.0,28.0,5.0,2.0
1017.0,72/73,7.0,"Scholz, Werner","Handschuh, Karl-Heinz",1.0,Tor,88.0,-3.0,VfL Bochum,VfB Stuttgart,27.0,24.0,4.0,6.0
1017.0,72/73,7.0,"Kunter, Peter","Beckenbauer, Franz",2.0,gehalten,38.0,0.0,Eintracht Frankfurt,FC Bayern München,31.0,27.0,7.0,7.0
1024.0,72/73,8.0,"Roleder, Helmut","Kostedde, Erwin",1.0,gehalten,9.0,1.0,VfB Stuttgart,Kickers Offenbach,19.0,26.0,0.0,5.0
1030.0,72/73,9.0,"Linders, Dietmar","Bockholt, Fred-Werner",2.0,gehalten,68.0,4.0,MSV Duisburg,Kickers Offenbach,32.0,29.0,5.0,6.0
1030.0,72/73,9.0,"Bockholt, Fred-Werner","Lehmann2, Bernd",1.0,Latte,51.0,-2.0,Kickers Offenbach,MSV Duisburg,29.0,25.0,6.0,5.0
1031.0,72/73,9.0,"Welz, Gerhard","Vogt, Karl-Heinz",1.0,gehalten,43.0,0.0,1.FC Köln,1.FC Kaiserslautern,27.0,27.0,1.0,3.0
1031.0,72/73,9.0,"Scholz, Werner","Hönig, Franz-Josef",1.0,drüber,7.0,0.0,VfL Bochum,Hamburger SV,28.0,30.0,4.0,5.0
1034.0,72/73,10.0,"Pauly, Franz-Josef","Balte, Werner",1.0,Tor,68.0,-1.0,Hannover 96,VfL Bochum,23.0,24.0,3.0,1.0
1035.0,72/73,10.0,"Linders, Dietmar","Müller4, Gerd",1.0,Tor,23.0,0.0,MSV Duisburg,FC Bayern München,32.0,27.0,5.0,7.0
1038.0,72/73,11.0,"Bernard, Günter","Handschuh, Karl-Heinz",1.0,Tor,70.0,1.0,SV Werder Bremen,VfB Stuttgart,33.0,25.0,9.0,6.0
1038.0,72/73,11.0,"Wolter, Horst","Kalb, Jürgen",1.0,Tor,82.0,0.0,Hertha BSC,Eintracht Frankfurt,30.0,24.0,10.0,4.0
1038.0,72/73,11.0,"Kunter, Peter","Horr, Lorenz",2.0,Tor,85.0,1.0,Eintracht Frankfurt,Hertha BSC,31.0,30.0,7.0,3.0
1038.0,72/73,11.0,"Wolter, Horst","Kalb, Jürgen",1.0,gehalten,87.0,0.0,Hertha BSC,Eintracht Frankfurt,30.0,24.0,10.0,4.0
1038.0,72/73,11.0,"Franke, Bernd","Heynckes, Jupp",1.0,Tor,81.0,-3.0,Eintracht Braunschweig,Borussia Mönchengladbach,24.0,27.0,1.0,7.0
1045.0,72/73,12.0,"Nigbur, Norbert","Kapellmann, Jupp",1.0,Tor,5.0,0.0,FC Schalke 04,1.FC Köln,24.0,22.0,6.0,4.0
1045.0,72/73,12.0,"Jansen, Willi","Volkert, Georg",2.0,Tor,16.0,1.0,Rot-Weiß Oberhausen,Hamburger SV,25.0,27.0,1.0,7.0
1045.0,72/73,12.0,"Pauly, Franz-Josef","Müller4, Gerd",1.0,Tor,4.0,0.0,Hannover 96,FC Bayern München,23.0,27.0,3.0,7.0
1052.0,72/73,13.0,"Nigbur, Norbert","Grabowski, Jürgen",1.0,Tor,62.0,1.0,FC Schalke 04,Eintracht Braunschweig,24.0,28.0,6.0,7.0
1052.0,72/73,13.0,"Gelhard, Ulrich","Heynckes, Jupp",1.0,Tor,67.0,-1.0,Wuppertaler SV,Borussia Mönchengladbach,26.0,27.0,0.0,7.0
1052.0,72/73,13.0,"Gelhard, Ulrich","Danner2, Dietmar",1.0,vorbei,81.0,-1.0,Wuppertaler SV,Borussia Mönchengladbach,26.0,22.0,0.0,1.0
1052.0,72/73,13.0,"Kleff, Wolfgang","Kohle, Jürgen",2.0,Tor,72.0,2.0,Borussia Mönchengladbach,Wuppertaler SV,26.0,29.0,4.0,0.0
1052.0,72/73,13.0,"Bernard, Günter","Volkert, Georg",1.0,Tor,3.0,0.0,SV Werder Bremen,Hamburger SV,33.0,27.0,9.0,7.0
1052.0,72/73,13.0,"Franke, Bernd","Wunder, Klaus",1.0,Tor,41.0,1.0,Eintracht Braunschweig,MSV Duisburg,24.0,22.0,1.0,1.0
1055.0,72/73,14.0,"Kunter, Peter","Löhr, Hannes",1.0,Tor,43.0,0.0,Eintracht Frankfurt,1.FC Köln,31.0,30.0,7.0,8.0
1055.0,72/73,14.0,"Kunter, Peter","Löhr, Hannes",1.0,Tor,83.0,-1.0,Eintracht Frankfurt,1.FC Köln,31.0,30.0,7.0,8.0
1056.0,72/73,14.0,"Scholz, Werner","Semlitsch, Nikolaus",1.0,Tor,64.0,-2.0,VfL Bochum,Kickers Offenbach,28.0,26.0,4.0,2.0
1059.0,72/73,15.0,"Kleff, Wolfgang","Grabowski, Jürgen",1.0,Tor,26.0,0.0,Borussia Mönchengladbach,Eintracht Frankfurt,26.0,28.0,4.0,7.0
1062.0,72/73,10.0,"Kunter, Peter","Gersdorff, Bernd",1.0,Tor,28.0,0.0,Eintracht Frankfurt,Eintracht Braunschweig,31.0,26.0,7.0,3.0
1065.0,72/73,16.0,"Scholz, Werner","Kobluhn, Lothar",1.0,Tor,80.0,1.0,VfL Bochum,Rot-Weiß Oberhausen,28.0,29.0,4.0,3.0
1066.0,72/73,16.0,"Özcan1, Arkoc","Kohle, Jürgen",1.0,Tor,38.0,-1.0,Hamburger SV,Wuppertaler SV,33.0,30.0,7.0,0.0
1066.0,72/73,16.0,"Gelhard, Ulrich","Zaczyk, Klaus",2.0,Tor,73.0,4.0,Wuppertaler SV,Hamburger SV,26.0,27.0,0.0,9.0
1066.0,72/73,16.0,"Welz, Gerhard","Heynckes, Jupp",1.0,Tor,56.0,-2.0,1.FC Köln,Borussia Mönchengladbach,27.0,27.0,1.0,7.0
1066.0,72/73,16.0,"Welz, Gerhard","Heynckes, Jupp",1.0,Tor,65.0,-3.0,1.FC Köln,Borussia Mönchengladbach,27.0,27.0,1.0,7.0
1080.0,72/73,17.0,"Özcan1, Arkoc","Kremers2, Erwin",2.0,Tor,11.0,0.0,Hamburger SV,FC Schalke 04,33.0,23.0,7.0,5.0
1080.0,72/73,17.0,"Müller11, Manfred","Reimann, Willi",1.0,Tor,32.0,1.0,Wuppertaler SV,Hannover 96,25.0,23.0,0.0,2.0
1080.0,72/73,17.0,"Welz, Gerhard","Müller4, Gerd",2.0,gehalten,18.0,1.0,1.FC Köln,FC Bayern München,27.0,27.0,1.0,7.0
