date,season,matchday,goalkeeper,penaltytaker,homegame,result,minute,goaldiff,gkclub,ptclub,gkage,ptage,gkexp,ptexp
13782.0,07/08,7.0,"Adler, Rene","Mintal, Marek",1.0,Tor,73.0,1.0,Bayer 04 Leverkusen,1.FC Nürnberg,22.0,30.0,1.0,3.0
13782.0,07/08,7.0,"Hain2, Mathias","Huszti, Szabolcs",2.0,Tor,54.0,0.0,Arminia Bielefeld,Hannover 96,34.0,24.0,5.0,3.0
13784.0,07/08,8.0,"Drobny, Jaroslav","Rafinha,",1.0,Tor,44.0,0.0,Hertha BSC,FC Schalke 04,28.0,22.0,6.0,2.0
13785.0,07/08,8.0,"Rost, Frank","Grafite,",2.0,Tor,57.0,1.0,Hamburger SV,VfL Wolfsburg,34.0,28.0,12.0,2.0
13786.0,07/08,8.0,"Piplica, Tomislav","Amanatidis, Ioannis",2.0,Tor,79.0,1.0,FC Energie Cottbus,Eintracht Frankfurt,38.0,25.0,7.0,5.0
13792.0,07/08,9.0,"Wächter, Stefan","Marcelinho,",1.0,gehalten,40.0,0.0,FC Hansa Rostock,VfL Wolfsburg,29.0,32.0,4.0,7.0
13792.0,07/08,9.0,"Piplica, Tomislav","Pantelic, Marco",1.0,Latte,90.0,0.0,FC Energie Cottbus,Hertha BSC,38.0,29.0,7.0,12.0
13792.0,07/08,9.0,"Schäfer1, Raphael","Huszti, Szabolcs",2.0,Tor,7.0,0.0,VfB Stuttgart,Hannover 96,28.0,24.0,6.0,3.0
13806.0,07/08,10.0,"Pröll, Markus","Misimovic, Zvjezdan",1.0,Tor,54.0,-1.0,Eintracht Frankfurt,1.FC Nürnberg,28.0,25.0,7.0,5.0
13813.0,07/08,11.0,"Jentzsch, Simon","Misimovic, Zvjezdan",2.0,Tor,54.0,2.0,VfL Wolfsburg,1.FC Nürnberg,31.0,25.0,10.0,5.0
13820.0,07/08,12.0,"Weidenfeller, Roman","Huszti, Szabolcs",1.0,Tor,54.0,0.0,Borussia Dortmund,Hannover 96,27.0,24.0,7.0,3.0
13821.0,07/08,12.0,"Starke, Tom","Kapllani, Edmond",1.0,gehalten,87.0,-1.0,MSV Duisburg,Karlsruher SC,26.0,25.0,4.0,0.0
13821.0,07/08,12.0,"Jentzsch, Simon","Maltritz, Marcel",1.0,Tor,20.0,-1.0,VfL Wolfsburg,VfL Bochum,31.0,29.0,10.0,9.0
13841.0,07/08,14.0,"Starke, Tom","Freier, Paul",1.0,Tor,75.0,-1.0,MSV Duisburg,Bayer 04 Leverkusen,26.0,28.0,4.0,7.0
13841.0,07/08,14.0,"Tremmel, Gerhard","Diego,",2.0,Tor,64.0,0.0,FC Energie Cottbus,SV Werder Bremen,29.0,22.0,8.0,3.0
13841.0,07/08,14.0,"Neuer, Manuel","Huszti, Szabolcs",1.0,Tor,17.0,0.0,FC Schalke 04,Hannover 96,21.0,24.0,1.0,3.0
13854.0,07/08,16.0,"Fernandez1, Rowen","Valdez, Nelson",1.0,Tor,55.0,-3.0,Arminia Bielefeld,Borussia Dortmund,29.0,24.0,1.0,5.0
13855.0,07/08,16.0,"Enke, Robert","Diego,",2.0,Tor,41.0,2.0,Hannover 96,SV Werder Bremen,30.0,22.0,9.0,3.0
13856.0,07/08,16.0,"Hahnel, Jörg","Freier, Paul",1.0,Tor,55.0,-1.0,FC Hansa Rostock,1.FC Nürnberg,25.0,28.0,0.0,7.0
13911.0,07/08,18.0,"Ziegler, Marc","Tararache, Mihai",1.0,Tor,59.0,-1.0,Borussia Dortmund,MSV Duisburg,31.0,30.0,12.0,7.0
13911.0,07/08,18.0,"Rost, Frank","Huszti, Szabolcs",2.0,Tor,41.0,0.0,Hamburger SV,Hannover 96,34.0,24.0,12.0,3.0
13911.0,07/08,18.0,"Tremmel, Gerhard","Rolfes, Simon",2.0,Tor,86.0,0.0,FC Energie Cottbus,Bayer 04 Leverkusen,29.0,26.0,8.0,2.0
13919.0,07/08,19.0,"Wiese, Tim","Toni, Luca",1.0,gehalten,30.0,1.0,SV Werder Bremen,FC Bayern München,26.0,30.0,5.0,7.0
13924.0,07/08,20.0,"Neuer, Manuel","Grafite,",2.0,Tor,84.0,0.0,FC Schalke 04,VfL Wolfsburg,21.0,28.0,1.0,2.0
13939.0,07/08,22.0,"Wächter, Stefan","Wichniarek, Artur",2.0,gehalten,17.0,0.0,FC Hansa Rostock,Arminia Bielefeld,29.0,31.0,4.0,13.0
13947.0,07/08,23.0,"Rost, Frank","Misimovic, Zvjezdan",1.0,gehalten,43.0,0.0,Hamburger SV,1.FC Nürnberg,34.0,25.0,12.0,5.0
13953.0,07/08,24.0,"Tremmel, Gerhard","Ribery, Franck",2.0,gehalten,28.0,1.0,FC Energie Cottbus,FC Bayern München,29.0,25.0,8.0,3.0
13960.0,07/08,25.0,"Wächter, Stefan","Pardo, Pavel",1.0,Tor,52.0,0.0,FC Hansa Rostock,VfB Stuttgart,30.0,31.0,4.0,1.0
13961.0,07/08,25.0,"Fernandez1, Rowen","Diego,",2.0,Tor,70.0,1.0,Arminia Bielefeld,SV Werder Bremen,30.0,23.0,1.0,3.0
13961.0,07/08,25.0,"Neuer, Manuel","Chahed, Sofian",1.0,Tor,67.0,2.0,FC Schalke 04,Hertha BSC,22.0,25.0,1.0,4.0
13968.0,07/08,26.0,"Drobny, Jaroslav","Skela, Ervin",1.0,Tor,63.0,0.0,Hertha BSC,FC Energie Cottbus,28.0,31.0,6.0,4.0
13975.0,07/08,27.0,"Lastuvka, Jan","Ribery, Franck",1.0,Tor,74.0,0.0,VfL Bochum,FC Bayern München,25.0,25.0,3.0,3.0
13981.0,07/08,28.0,"Fernandez1, Rowen","Skela, Ervin",1.0,Tor,51.0,0.0,Arminia Bielefeld,FC Energie Cottbus,30.0,31.0,1.0,4.0
13984.0,07/08,29.0,"Wächter, Stefan","Naldo,",2.0,gehalten,81.0,0.0,FC Hansa Rostock,SV Werder Bremen,30.0,25.0,4.0,2.0
13984.0,07/08,29.0,"Drobny, Jaroslav","Olic, Ivica",2.0,vorbei,75.0,0.0,Hertha BSC,Hamburger SV,28.0,28.0,6.0,9.0
13985.0,07/08,29.0,"Adler, Rene","Mijatovic, Andre",1.0,Pfosten,86.0,-1.0,Bayer 04 Leverkusen,Arminia Bielefeld,23.0,28.0,1.0,0.0
13995.0,07/08,30.0,"Enke, Robert","Chahed, Sofian",2.0,Tor,55.0,2.0,Hannover 96,Hertha BSC,30.0,25.0,9.0,4.0
14006.0,07/08,32.0,"Benaglio, Diego","Amanatidis, Ioannis",1.0,Tor,22.0,1.0,VfL Wolfsburg,Eintracht Frankfurt,24.0,26.0,2.0,5.0
14006.0,07/08,32.0,"Adler, Rene","Chahed, Sofian",2.0,Tor,68.0,-1.0,Bayer 04 Leverkusen,Hertha BSC,23.0,25.0,1.0,4.0
14009.0,07/08,33.0,"Höttecke, Marcel","Marx2, Thorben",1.0,Tor,24.0,0.0,Borussia Dortmund,Arminia Bielefeld,21.0,27.0,0.0,7.0
14009.0,07/08,33.0,"Wiese, Tim","Huszti, Szabolcs",2.0,gehalten,90.0,6.0,SV Werder Bremen,Hannover 96,26.0,25.0,5.0,3.0
14009.0,07/08,33.0,"Enke, Robert","Diego,",1.0,gehalten,80.0,-3.0,Hannover 96,SV Werder Bremen,30.0,23.0,9.0,3.0
14009.0,07/08,33.0,"Hahnel, Jörg","Rolfes, Simon",2.0,Tor,40.0,0.0,FC Hansa Rostock,Bayer 04 Leverkusen,26.0,26.0,0.0,2.0
14009.0,07/08,33.0,"Hahnel, Jörg","Castro, Gonzalo",2.0,Tor,58.0,-1.0,FC Hansa Rostock,Bayer 04 Leverkusen,26.0,20.0,0.0,3.0
14016.0,07/08,34.0,"Miller, Markus","van der Vaart, Rafael",1.0,Tor,23.0,0.0,Karlsruher SC,Hamburger SV,26.0,25.0,0.0,8.0
14016.0,07/08,34.0,"Benaglio, Diego","Frei, Alexander",1.0,gehalten,42.0,1.0,VfL Wolfsburg,Borussia Dortmund,24.0,28.0,2.0,6.0
14016.0,07/08,34.0,"Fernandez1, Rowen","Gomez, Mario",1.0,Tor,75.0,1.0,Arminia Bielefeld,VfB Stuttgart,30.0,22.0,1.0,4.0
14106.0,08/09,1.0,"Rost, Frank","Podolski, Lukas",1.0,Tor,16.0,-1.0,Hamburger SV,FC Bayern München,35.0,23.0,13.0,5.0
14106.0,08/09,1.0,"Rensing, Michael","Trochowski, Piotr",2.0,Tor,56.0,1.0,FC Bayern München,Hamburger SV,24.0,24.0,5.0,6.0
14115.0,08/09,2.0,"Nikolov, Oka","Antar, Roda",1.0,Pfosten,38.0,-1.0,Eintracht Frankfurt,1.FC Köln,34.0,28.0,13.0,7.0
14121.0,08/09,3.0,"Nikolov, Oka","Grafite,",1.0,Tor,27.0,1.0,Eintracht Frankfurt,VfL Wolfsburg,34.0,29.0,13.0,3.0
14121.0,08/09,3.0,"Fernandez2, Benedikt","Salihovic, Sejad",2.0,Tor,58.0,2.0,Bayer 04 Leverkusen,TSG 1899 Hoffenheim,23.0,23.0,2.0,4.0
14122.0,08/09,3.0,"Enke, Robert","Pardo, Pavel",1.0,Tor,40.0,-1.0,Hannover 96,VfB Stuttgart,31.0,32.0,10.0,2.0
14122.0,08/09,3.0,"Drobny, Jaroslav","Schweinsteiger, Bastian",1.0,Tor,56.0,-2.0,Hertha BSC,FC Bayern München,28.0,24.0,7.0,6.0
14122.0,08/09,3.0,"Drobny, Jaroslav","Klose, Miroslav",1.0,Tor,70.0,-3.0,Hertha BSC,FC Bayern München,28.0,30.0,7.0,9.0
14135.0,08/09,4.0,"Benaglio, Diego","Pantelic, Marco",1.0,vorbei,64.0,0.0,VfL Wolfsburg,Hertha BSC,25.0,30.0,3.0,13.0
14135.0,08/09,4.0,"Fährmann, Ralf","Frei, Alexander",1.0,Tor,89.0,1.0,FC Schalke 04,Borussia Dortmund,20.0,29.0,0.0,7.0
14135.0,08/09,4.0,"Weidenfeller, Roman","Farfan, Jefferson",2.0,Tor,20.0,0.0,Borussia Dortmund,FC Schalke 04,28.0,23.0,8.0,4.0
14136.0,08/09,4.0,"Heimeroth, Christofer","Forssell, Mikael",1.0,Tor,86.0,-3.0,Borussia Mönchengladbach,Hannover 96,27.0,27.0,5.0,10.0
14136.0,08/09,4.0,"Heimeroth, Christofer","Huszti, Szabolcs",1.0,gehalten,28.0,0.0,Borussia Mönchengladbach,Hannover 96,27.0,25.0,5.0,4.0
14149.0,08/09,6.0,"Wiese, Tim","Ibisevic, Vedad",2.0,Tor,62.0,2.0,SV Werder Bremen,TSG 1899 Hoffenheim,26.0,24.0,6.0,4.0
14157.0,08/09,7.0,"Benaglio, Diego","Rafinha,",1.0,gehalten,73.0,1.0,VfL Wolfsburg,FC Schalke 04,25.0,23.0,3.0,3.0
14170.0,08/09,8.0,"Nikolov, Oka","Helmes, Patrick",2.0,Tor,6.0,0.0,Eintracht Frankfurt,Bayer 04 Leverkusen,34.0,24.0,13.0,3.0
14170.0,08/09,8.0,"Wiese, Tim","Frei, Alexander",2.0,Tor,59.0,0.0,SV Werder Bremen,Borussia Dortmund,26.0,29.0,6.0,7.0
14176.0,08/09,9.0,"Mondragon, Faryd","Gekas, Theofanis",1.0,Tor,84.0,-1.0,1.FC Köln,Bayer 04 Leverkusen,37.0,28.0,10.0,6.0
14177.0,08/09,9.0,"Rensing, Michael","Grafite,",2.0,Tor,31.0,0.0,FC Bayern München,VfL Wolfsburg,24.0,29.0,5.0,3.0
14178.0,08/09,9.0,"Weidenfeller, Roman","Cicero,",2.0,Tor,31.0,0.0,Borussia Dortmund,Hertha BSC,28.0,24.0,8.0,3.0
14180.0,08/09,10.0,"Löhe, Frederic","Grafite,",1.0,Tor,40.0,0.0,Borussia Mönchengladbach,VfL Wolfsburg,20.0,29.0,0.0,3.0
14180.0,08/09,10.0,"Löhe, Frederic","Misimovic, Zvjezdan",1.0,Tor,75.0,-2.0,Borussia Mönchengladbach,VfL Wolfsburg,20.0,26.0,0.0,6.0
14181.0,08/09,10.0,"Lehmann1, Jens","Trochowski, Piotr",1.0,Tor,17.0,0.0,VfB Stuttgart,Hamburger SV,39.0,24.0,17.0,6.0
14181.0,08/09,10.0,"Fernandes, Daniel","Ibisevic, Vedad",2.0,Tor,70.0,0.0,VfL Bochum,TSG 1899 Hoffenheim,25.0,24.0,4.0,4.0
14184.0,08/09,11.0,"Tremmel, Gerhard","Farfan, Jefferson",2.0,gehalten,90.0,-1.0,FC Energie Cottbus,FC Schalke 04,30.0,24.0,9.0,4.0
14184.0,08/09,11.0,"Eilhoff, Dennis","Podolski, Lukas",1.0,Tor,84.0,-1.0,Arminia Bielefeld,FC Bayern München,26.0,23.0,3.0,5.0
14184.0,08/09,11.0,"Rensing, Michael","Wichniarek, Artur",2.0,Tor,30.0,1.0,FC Bayern München,Arminia Bielefeld,24.0,31.0,5.0,14.0
14191.0,08/09,12.0,"Tremmel, Gerhard","Grafite,",1.0,Tor,36.0,0.0,FC Energie Cottbus,VfL Wolfsburg,30.0,29.0,9.0,3.0
14198.0,08/09,13.0,"Gospodarek, Uwe","Ribery, Franck",2.0,Tor,65.0,-1.0,Borussia Mönchengladbach,FC Bayern München,35.0,25.0,17.0,4.0
14199.0,08/09,13.0,"Mondragon, Faryd","Diego,",1.0,Tor,15.0,0.0,1.FC Köln,SV Werder Bremen,37.0,23.0,10.0,4.0
14205.0,08/09,14.0,"Gospodarek, Uwe","Farfan, Jefferson",1.0,Tor,23.0,-1.0,Borussia Mönchengladbach,FC Schalke 04,35.0,24.0,17.0,4.0
14212.0,08/09,15.0,"Pröll, Markus","Diego,",1.0,Tor,44.0,-2.0,Eintracht Frankfurt,SV Werder Bremen,29.0,23.0,8.0,4.0
14212.0,08/09,15.0,"Eilhoff, Dennis","Copado, Francisco",1.0,Tor,89.0,-2.0,Arminia Bielefeld,TSG 1899 Hoffenheim,26.0,34.0,3.0,15.0
14212.0,08/09,15.0,"Fromlowitz, Florian","da Silva, Antonio",2.0,Tor,48.0,3.0,Hannover 96,Karlsruher SC,22.0,30.0,3.0,4.0
14213.0,08/09,15.0,"Lehmann1, Jens","Farfan, Jefferson",2.0,gehalten,16.0,0.0,VfB Stuttgart,FC Schalke 04,39.0,24.0,17.0,4.0
14219.0,08/09,16.0,"Renno, Rene","Liberopoulos, Nikos",1.0,Tor,7.0,0.0,VfL Bochum,Eintracht Frankfurt,29.0,33.0,2.0,13.0
14220.0,08/09,16.0,"Rosenthal, Jan","Dzeko, Edin",1.0,gehalten,82.0,-1.0,Hannover 96,VfL Wolfsburg,22.0,22.0,2.0,3.0
14275.0,08/09,18.0,"Pröll, Markus","Cicero,",1.0,gehalten,33.0,-1.0,Eintracht Frankfurt,Hertha BSC,29.0,24.0,8.0,3.0
14282.0,08/09,19.0,"Pröll, Markus","Novakovic, Milivoje",2.0,Tor,74.0,1.0,Eintracht Frankfurt,1.FC Köln,29.0,29.0,8.0,5.0
14288.0,08/09,20.0,"Adler, Rene","Salihovic, Sejad",1.0,Tor,31.0,2.0,Bayer 04 Leverkusen,TSG 1899 Hoffenheim,24.0,24.0,2.0,4.0
14289.0,08/09,20.0,"Pröll, Markus","Misimovic, Zvjezdan",2.0,Tor,66.0,-1.0,Eintracht Frankfurt,VfL Wolfsburg,29.0,26.0,8.0,6.0
14290.0,08/09,20.0,"Tremmel, Gerhard","Frei, Alexander",1.0,Tor,36.0,1.0,FC Energie Cottbus,Borussia Dortmund,30.0,29.0,9.0,7.0
14290.0,08/09,20.0,"Rost, Frank","Wichniarek, Artur",2.0,gehalten,55.0,1.0,Hamburger SV,Arminia Bielefeld,35.0,32.0,13.0,14.0
14296.0,08/09,21.0,"Lehmann1, Jens","Salihovic, Sejad",2.0,drüber,90.0,0.0,VfB Stuttgart,TSG 1899 Hoffenheim,39.0,24.0,17.0,4.0
14303.0,08/09,22.0,"Tremmel, Gerhard","Pfertzel, Marc",1.0,Tor,80.0,0.0,FC Energie Cottbus,VfL Bochum,30.0,27.0,9.0,4.0
14303.0,08/09,22.0,"Drobny, Jaroslav","Bradley, Michael",2.0,Tor,69.0,2.0,Hertha BSC,Borussia Mönchengladbach,29.0,21.0,7.0,4.0
14304.0,08/09,22.0,"Rost, Frank","Grafite,",2.0,Tor,12.0,0.0,Hamburger SV,VfL Wolfsburg,35.0,30.0,13.0,3.0
14310.0,08/09,23.0,"Rost, Frank","Marin2, Marko",1.0,Tor,65.0,-2.0,Hamburger SV,Borussia Mönchengladbach,35.0,20.0,13.0,2.0
14311.0,08/09,23.0,"Fernandes, Daniel","Helmes, Patrick",1.0,Tor,66.0,1.0,VfL Bochum,Bayer 04 Leverkusen,25.0,25.0,4.0,3.0
14316.0,08/09,24.0,"Schober, Mathias","Grafite,",1.0,Tor,26.0,1.0,FC Schalke 04,VfL Wolfsburg,33.0,30.0,12.0,3.0
14317.0,08/09,24.0,"Mondragon, Faryd","Bradley, Michael",2.0,Tor,25.0,0.0,1.FC Köln,Borussia Mönchengladbach,37.0,21.0,10.0,4.0
14317.0,08/09,24.0,"Enke, Robert","Frei, Alexander",2.0,Tor,17.0,0.0,Hannover 96,Borussia Dortmund,31.0,29.0,10.0,7.0
14317.0,08/09,24.0,"Fernandes, Daniel","Podolski, Lukas",2.0,vorbei,48.0,-1.0,VfL Bochum,FC Bayern München,25.0,23.0,4.0,5.0
14317.0,08/09,24.0,"Weidenfeller, Roman","Forssell, Mikael",1.0,Tor,84.0,1.0,Borussia Dortmund,Hannover 96,28.0,28.0,8.0,10.0
14324.0,08/09,25.0,"Tremmel, Gerhard","Novakovic, Milivoje",2.0,Tor,56.0,-1.0,FC Energie Cottbus,1.FC Köln,30.0,29.0,9.0,5.0
14324.0,08/09,25.0,"Enke, Robert","Teber, Selim",1.0,Tor,20.0,0.0,Hannover 96,TSG 1899 Hoffenheim,31.0,28.0,10.0,6.0
14324.0,08/09,25.0,"Wiese, Tim","Frei, Alexander",1.0,Tor,64.0,0.0,SV Werder Bremen,Borussia Dortmund,27.0,29.0,6.0,7.0
14338.0,08/09,26.0,"Tremmel, Gerhard","Liberopoulos, Nikos",1.0,Tor,15.0,1.0,FC Energie Cottbus,Eintracht Frankfurt,30.0,33.0,9.0,13.0
14338.0,08/09,26.0,"Nikolov, Oka","Rangelov, Dimitar",2.0,Tor,11.0,0.0,Eintracht Frankfurt,FC Energie Cottbus,34.0,26.0,13.0,1.0
14339.0,08/09,26.0,"Mondragon, Faryd","Helmes, Patrick",2.0,Tor,76.0,-1.0,1.FC Köln,Bayer 04 Leverkusen,37.0,25.0,10.0,3.0
14339.0,08/09,26.0,"Enke, Robert","Diego,",1.0,gehalten,61.0,-1.0,Hannover 96,SV Werder Bremen,31.0,24.0,10.0,4.0
14352.0,08/09,28.0,"Pröll, Markus","Bradley, Michael",2.0,gehalten,65.0,2.0,Eintracht Frankfurt,Borussia Mönchengladbach,29.0,21.0,8.0,4.0
14352.0,08/09,28.0,"Pröll, Markus","Daems, Filip",2.0,Tor,75.0,2.0,Eintracht Frankfurt,Borussia Mönchengladbach,29.0,30.0,8.0,8.0
14352.0,08/09,28.0,"Adler, Rene","Grafite,",1.0,Tor,23.0,0.0,Bayer 04 Leverkusen,VfL Wolfsburg,24.0,30.0,2.0,3.0
14353.0,08/09,28.0,"Rost, Frank","Forssell, Mikael",2.0,Tor,70.0,2.0,Hamburger SV,Hannover 96,35.0,28.0,13.0,10.0
14359.0,08/09,29.0,"Rost, Frank","Frei, Alexander",1.0,Tor,90.0,-1.0,Hamburger SV,Borussia Dortmund,35.0,29.0,13.0,7.0
14366.0,08/09,30.0,"Lehmann1, Jens","Munteanu2, Vlad",1.0,Tor,68.0,1.0,VfB Stuttgart,Arminia Bielefeld,39.0,28.0,17.0,4.0
14366.0,08/09,30.0,"Butt, Jörg","Daems, Filip",2.0,Tor,38.0,1.0,FC Bayern München,Borussia Mönchengladbach,35.0,30.0,11.0,8.0
14366.0,08/09,30.0,"Hildebrand, Timo","Grafite,",1.0,Tor,89.0,-3.0,TSG 1899 Hoffenheim,VfL Wolfsburg,30.0,30.0,8.0,3.0
14373.0,08/09,31.0,"Tremmel, Gerhard","Ribery, Franck",2.0,gehalten,90.0,-2.0,FC Energie Cottbus,FC Bayern München,30.0,26.0,9.0,4.0
14373.0,08/09,31.0,"Mondragon, Faryd","Sanogo, Boubacar",1.0,vorbei,79.0,-2.0,1.FC Köln,TSG 1899 Hoffenheim,38.0,26.0,10.0,3.0
14374.0,08/09,31.0,"Neuer, Manuel","Marin2, Marko",1.0,gehalten,23.0,0.0,FC Schalke 04,Borussia Mönchengladbach,23.0,20.0,2.0,2.0
14377.0,08/09,32.0,"Pröll, Markus","Frings, Torsten",2.0,Tor,51.0,0.0,Eintracht Frankfurt,FC Schalke 04,29.0,32.0,8.0,12.0
14377.0,08/09,32.0,"Eilhoff, Dennis","Salihovic, Sejad",2.0,Tor,82.0,-1.0,Arminia Bielefeld,TSG 1899 Hoffenheim,26.0,24.0,3.0,4.0
14380.0,08/09,33.0,"Wiese, Tim","Engelhardt, Marco",2.0,gehalten,3.0,0.0,SV Werder Bremen,Karlsruher SC,27.0,28.0,6.0,4.0
14387.0,08/09,34.0,"Neuer, Manuel","Eduardo, Carlos",2.0,Tor,89.0,0.0,FC Schalke 04,TSG 1899 Hoffenheim,23.0,21.0,2.0,2.0
14387.0,08/09,34.0,"Adler, Rene","Skela, Ervin",1.0,drüber,89.0,-3.0,Bayer 04 Leverkusen,FC Energie Cottbus,24.0,32.0,2.0,5.0
14464.0,09/10,1.0,"Nikolov, Oka","Özil, Mesut",1.0,Tor,13.0,1.0,Eintracht Frankfurt,SV Werder Bremen,35.0,20.0,14.0,3.0
14464.0,09/10,1.0,"Müller10, Heinz","Barnetta, Tranquillo",2.0,gehalten,17.0,1.0,1.FSV Mainz 05,Bayer 04 Leverkusen,31.0,24.0,6.0,7.0
14471.0,09/10,2.0,"Salz, Manuel","Élson,",1.0,Tor,65.0,-1.0,SC Freiburg,VfB Stuttgart,24.0,27.0,0.0,5.0
14471.0,09/10,2.0,"Müller10, Heinz","Stajner, Jiri",1.0,Tor,56.0,1.0,1.FSV Mainz 05,Hannover 96,31.0,33.0,6.0,7.0
14478.0,09/10,3.0,"Schäfer1, Raphael","Stajner, Jiri",2.0,gehalten,54.0,-1.0,1.FC Nürnberg,Hannover 96,30.0,33.0,8.0,7.0
14479.0,09/10,3.0,"Heimeroth, Christofer","Özil, Mesut",1.0,gehalten,56.0,-2.0,Borussia Mönchengladbach,SV Werder Bremen,28.0,20.0,6.0,3.0
14486.0,09/10,4.0,"Mondragon, Faryd","Trochowski, Piotr",1.0,Tor,87.0,-1.0,1.FC Köln,Hamburger SV,38.0,25.0,11.0,7.0
14499.0,09/10,5.0,"Lenz, Andre","Rolfes, Simon",2.0,Tor,50.0,-1.0,VfL Wolfsburg,Bayer 04 Leverkusen,35.0,27.0,8.0,4.0
14499.0,09/10,5.0,"Adler, Rene","Grafite,",1.0,Tor,80.0,2.0,Bayer 04 Leverkusen,VfL Wolfsburg,24.0,30.0,3.0,4.0
14499.0,09/10,5.0,"Drobny, Jaroslav","Ivanschitz, Andreas",1.0,Tor,79.0,1.0,Hertha BSC,1.FSV Mainz 05,30.0,25.0,8.0,10.0
14514.0,09/10,7.0,"Ochs, Timo","Eduardo, Carlos",1.0,Tor,62.0,-3.0,Hertha BSC,TSG 1899 Hoffenheim,28.0,22.0,3.0,3.0
14519.0,09/10,8.0,"Nikolov, Oka","Farfan, Jefferson",1.0,Tor,90.0,-1.0,Eintracht Frankfurt,FC Schalke 04,35.0,25.0,14.0,5.0
14520.0,09/10,8.0,"Schäfer1, Raphael","Rolfes, Simon",1.0,Tor,28.0,-1.0,1.FC Nürnberg,Bayer 04 Leverkusen,30.0,27.0,8.0,4.0
14534.0,09/10,9.0,"Wiese, Tim","Eduardo, Carlos",2.0,gehalten,14.0,0.0,SV Werder Bremen,TSG 1899 Hoffenheim,27.0,22.0,7.0,3.0
14547.0,09/10,11.0,"Drobny, Jaroslav","Sahin, Nuri",1.0,Tor,50.0,0.0,Hertha BSC,Borussia Dortmund,30.0,21.0,8.0,4.0
14556.0,09/10,12.0,"Rost, Frank","Stajner, Jiri",1.0,Tor,88.0,1.0,Hamburger SV,Hannover 96,36.0,33.0,14.0,7.0
14569.0,09/10,13.0,"Schäfer1, Raphael","Grafite,",1.0,Tor,79.0,1.0,1.FC Nürnberg,VfL Wolfsburg,30.0,30.0,8.0,4.0
14569.0,09/10,13.0,"Mondragon, Faryd","Ibisevic, Vedad",2.0,Tor,90.0,-3.0,1.FC Köln,TSG 1899 Hoffenheim,38.0,25.0,11.0,5.0
14569.0,09/10,13.0,"Bailly, Logan","Schwegler, Pirmin",1.0,Tor,86.0,2.0,Borussia Mönchengladbach,Eintracht Frankfurt,23.0,22.0,6.0,4.0
14569.0,09/10,13.0,"Pouplin, Simon","Naldo,",2.0,Tor,73.0,-4.0,SC Freiburg,SV Werder Bremen,24.0,27.0,6.0,4.0
14576.0,09/10,14.0,"Hildebrand, Timo","Sahin, Nuri",2.0,Tor,79.0,0.0,TSG 1899 Hoffenheim,Borussia Dortmund,30.0,21.0,9.0,4.0
14577.0,09/10,14.0,"Lehmann1, Jens","Kießling, Stefan",1.0,Tor,87.0,-3.0,VfB Stuttgart,Bayer 04 Leverkusen,40.0,25.0,18.0,7.0
14583.0,09/10,15.0,"Benaglio, Diego","Banovic, Ivica",2.0,Tor,51.0,0.0,VfL Wolfsburg,SC Freiburg,26.0,29.0,4.0,9.0
14584.0,09/10,15.0,"Drobny, Jaroslav","Rafinha,",1.0,Tor,90.0,-1.0,Hertha BSC,FC Schalke 04,30.0,24.0,8.0,4.0
14590.0,09/10,16.0,"Nikolov, Oka","Salihovic, Sejad",1.0,Tor,8.0,0.0,Eintracht Frankfurt,TSG 1899 Hoffenheim,35.0,25.0,14.0,5.0
14591.0,09/10,16.0,"Lehmann1, Jens","Polanski, Eugen",1.0,Tor,90.0,1.0,VfB Stuttgart,1.FSV Mainz 05,40.0,23.0,18.0,5.0
14597.0,09/10,17.0,"Haas, Daniel","Marica, Ciprian",1.0,Tor,32.0,0.0,TSG 1899 Hoffenheim,VfB Stuttgart,26.0,24.0,6.0,5.0
14625.0,09/10,18.0,"Fromlowitz, Florian","Cicero,",2.0,gehalten,84.0,-3.0,Hannover 96,Hertha BSC,23.0,25.0,4.0,4.0
14632.0,09/10,19.0,"Drobny, Jaroslav","Arango, Juan",2.0,gehalten,42.0,0.0,Hertha BSC,Borussia Mönchengladbach,30.0,29.0,8.0,5.0
14639.0,09/10,20.0,"Bailly, Logan","Frings, Torsten",2.0,Tor,85.0,2.0,Borussia Mönchengladbach,SV Werder Bremen,24.0,33.0,6.0,13.0
14639.0,09/10,20.0,"Müller10, Heinz","Butt, Jörg",1.0,gehalten,32.0,0.0,1.FSV Mainz 05,FC Bayern München,31.0,35.0,6.0,12.0
14640.0,09/10,20.0,"Ziegler, Marc","Marica, Ciprian",1.0,vorbei,48.0,-1.0,Borussia Dortmund,VfB Stuttgart,33.0,24.0,14.0,5.0
14646.0,09/10,21.0,"Butt, Jörg","Grafite,",1.0,gehalten,66.0,3.0,FC Bayern München,VfL Wolfsburg,35.0,30.0,12.0,4.0
14646.0,09/10,21.0,"Mondragon, Faryd","Petric, Mladen",2.0,Tor,50.0,-1.0,1.FC Köln,Hamburger SV,38.0,29.0,11.0,8.0
14646.0,09/10,21.0,"Fromlowitz, Florian","Salihovic, Sejad",1.0,Tor,40.0,-1.0,Hannover 96,TSG 1899 Hoffenheim,23.0,25.0,4.0,5.0
14659.0,09/10,23.0,"Hildebrand, Timo","Daems, Filip",2.0,Tor,31.0,0.0,TSG 1899 Hoffenheim,Borussia Mönchengladbach,30.0,31.0,9.0,9.0
